index,PortName,LAT1,LAT2,LAT3,LONG1,LONG2,LONG3,HarborSize,HarborType,LAT,LONG
1903,KYLEAKIN,57,16,N,5,44,W,V,CN,57.266666666666666,-5.733333333333333
1904,BROADFORD BAY,57,15,N,5,53,W,V,CN,57.25,-5.883333333333333
1905,PORTREE HARBOR,57,25,N,6,12,W,V,CN,57.416666666666664,-6.2
1906,UIG,57,35,N,6,21,W,V,CN,57.583333333333336,-6.35
1907,LOCHMADDY,57,36,N,7,10,W,V,CN,57.6,-7.166666666666667
1908,CASTLE BAY,56,57,N,7,29,W,V,CN,56.95,-7.483333333333333
1909,LOCHBOISDALE,57,9,N,7,18,W,V,CN,57.15,-7.3
1910,STORNOWAY HARBOR,58,11,N,6,22,W,V,CN,58.18333333333333,-6.366666666666666
1911,TARBERT,57,54,N,6,49,W,V,CN,57.9,-6.816666666666666
1912,ORNSAY,57,9,N,5,48,W,V,CN,57.15,-5.8
1913,MALLAIG,57,0,N,5,49,W,V,CN,57.0,-5.816666666666666
1914,TOBERMORY,56,37,N,6,4,W,V,CN,56.61666666666667,-6.066666666666666
1915,KILKEEL,54,3,N,5,59,W,V,CN,54.05,-5.983333333333333
1916,LOCHALINE,56,33,N,5,46,W,V,RB,56.55,-5.766666666666667
1917,CRAIGNURE,56,28,N,5,42,W,V,CN,56.46666666666667,-5.7
1918,CORPACH,56,51,N,5,7,W,S,CN,56.85,-5.116666666666666
1919,FORT WILLIAM,56,49,N,5,7,W,V,RB,56.81666666666667,-5.116666666666666
1920,GLENSANDA,56,34,N,5,32,W,V,RN,56.56666666666667,-5.533333333333333
1921,OBAN,56,25,N,5,28,W,S,CN,56.416666666666664,-5.466666666666667
1922,PORT ELLEN,55,38,N,6,12,W,V,OR,55.63333333333333,-6.2
1923,CRINAN (CANAL),56,5,N,5,34,W,V,LC,56.083333333333336,-5.566666666666666
1924,CAMPBELTOWN,55,26,N,5,36,W,S,CN,55.43333333333333,-5.6
1925,LAMLASH HARBOR,55,32,N,5,7,W,V,OR,55.53333333333333,-5.116666666666666
1926,ARDRISHAIG,56,1,N,5,27,W,V,CN,56.016666666666666,-5.45
1927,ROTHESAY HARBOR,55,50,N,5,3,W,V,CB,55.833333333333336,-5.05
1928,GREENOCK,55,57,N,4,45,W,M,CN,55.95,-4.75
1929,FINNART OIL TERMINAL,56,7,N,4,50,W,S,RN,56.11666666666667,-4.833333333333333
1930,BOWLING,55,56,N,4,29,W,V,RN,55.93333333333333,-4.483333333333333
1931,OLD KILPATRICK,55,55,N,4,28,W,V,RN,55.916666666666664,-4.466666666666667
1932,ROTHESAY DOCK,55,54,N,4,24,W,V,RN,55.9,-4.4
1933,RENFREW,55,53,N,4,23,W,V,RB,55.88333333333333,-4.383333333333334
1934,GLASGOW,55,52,N,4,17,W,M,RT,55.86666666666667,-4.283333333333333
1935,LARGS,55,48,N,4,52,W,V,CN,55.8,-4.866666666666667
1936,HUNTERSTON,55,45,N,4,53,W,V,OR,55.75,-4.883333333333333
1937,MILLPORT,55,45,N,4,55,W,S,CN,55.75,-4.916666666666667
1938,ARDROSSAN,55,39,N,4,49,W,S,CB,55.65,-4.816666666666666
1939,TROON,55,33,N,4,41,W,V,CB,55.55,-4.683333333333334
1940,AYR,55,28,N,4,38,W,V,RB,55.46666666666667,-4.633333333333333
1941,STRANRAER,54,54,N,5,2,W,V,RB,54.9,-5.033333333333333
1942,BANGOR,54,39,N,5,40,W,V,RB,54.65,-5.666666666666667
1943,DOUGLAS,54,9,N,4,28,W,S,CB,54.15,-4.466666666666667
1944,RAMSEY,54,19,N,4,22,W,S,CB,54.31666666666667,-4.366666666666666
1945,WARREN POINT,54,6,N,6,15,W,V,CN,54.1,-6.25
1946,ARDGLASS,54,16,N,5,37,W,V,CN,54.266666666666666,-5.616666666666667
1947,BELFAST,54,37,N,5,54,W,L,RB,54.61666666666667,-5.9
1948,KILROOT,54,44,N,5,43,W,S,CN,54.733333333333334,-5.716666666666667
1949,LARNE,54,51,N,5,48,W,S,CN,54.85,-5.8
1950,COLERAINE,55,8,N,6,40,W,S,RN,55.13333333333333,-6.666666666666667
1951,LONDONDERRY,55,0,N,7,19,W,M,RN,55.0,-7.316666666666666
1952,RATHMULLAN,55,6,N,7,32,W,V,CN,55.1,-7.533333333333333
1953,KILLYBEGS,54,38,N,8,27,W,V,CN,54.63333333333333,-8.45
1954,SLIGO,54,16,N,8,28,W,V,RB,54.266666666666666,-8.466666666666667
1955,LANCASTER,54,3,N,2,47,W,S,RB,54.05,-2.783333333333333
1956,WESTPORT,53,48,N,9,32,W,V,CN,53.8,-9.533333333333333
1957,DROGHEDA,53,43,N,6,18,W,V,RB,53.71666666666667,-6.3
1958,GALWAY,53,16,N,9,3,W,V,RT,53.266666666666666,-9.05
1959,LIMERICK,52,38,N,8,37,W,S,RT,52.63333333333333,-8.616666666666667
1960,FOYNES,52,37,N,9,7,W,L,RN,52.61666666666667,-9.116666666666667
1961,TARBERT,52,35,N,9,22,W,V,RN,52.583333333333336,-9.366666666666667
1962,FENIT,52,16,N,9,52,W,V,CN,52.266666666666666,-9.866666666666667
1963,CASTLETOWN BEARHAVEN,51,39,N,9,55,W,V,CN,51.65,-9.916666666666666
1964,VALENTIA,51,56,N,10,18,W,V,CN,51.93333333333333,-10.3
1965,KILRUSH,52,38,N,9,30,W,V,RT,52.63333333333333,-9.5
1966,BANTRY,51,41,N,9,27,W,V,CN,51.68333333333333,-9.45
1967,COBH,51,51,N,8,18,W,M,RN,51.85,-8.3
1968,CORK,51,51,N,8,16,W,M,RN,51.85,-8.266666666666667
1969,NEW ROSS,52,23,N,6,57,W,S,RN,52.38333333333333,-6.95
1970,WATERFORD,52,16,N,7,7,W,V,RN,52.266666666666666,-7.116666666666666
1971,ROSSLARE,52,15,N,6,20,W,S,CB,52.25,-6.333333333333333
1972,DUBLIN,53,21,N,6,15,W,M,CB,53.35,-6.25
1973,GREENORE,54,2,N,6,8,W,V,CN,54.03333333333333,-6.133333333333334
1974,SILLOTH,54,52,N,3,24,W,S,CT,54.86666666666667,-3.4
1975,WORKINGTON,54,34,N,3,38,W,V,RT,54.56666666666667,-3.6333333333333333
1976,BARROW IN FURNESS,54,7,N,3,14,W,M,CT,54.11666666666667,-3.2333333333333334
1977,HEYSHAM,54,2,N,2,55,W,V,CB,54.03333333333333,-2.9166666666666665
1978,GARLSTON,53,21,N,2,54,W,V,RT,53.35,-2.9
1979,LIVERPOOL BAY TERMINAL,53,32,N,3,33,W,V,OR,53.53333333333333,-3.55
1980,FLEETWOOD,53,55,N,3,1,W,S,RT,53.916666666666664,-3.0166666666666666
1981,MOSTYN,53,19,N,3,16,W,V,CN,53.31666666666667,-3.2666666666666666
1982,LIVERPOOL,53,25,N,3,0,W,L,RT,53.416666666666664,-3.0
1983,MANCHESTER,53,29,N,2,16,W,L,RT,53.483333333333334,-2.2666666666666666
1984,HOLYHEAD,53,19,N,4,38,W,S,CB,53.31666666666667,-4.633333333333333
1985,CAERNARVON,53,9,N,4,16,W,S,RB,53.15,-4.266666666666667
1986,FISHGUARD,52,1,N,4,59,W,S,CB,52.016666666666666,-4.983333333333333
1987,MILFORD HAVEN,51,43,N,5,2,W,M,RN,51.71666666666667,-5.033333333333333
1988,SWANSEA,51,37,N,3,57,W,S,RT,51.61666666666667,-3.95
1989,NEATH,51,38,N,3,50,W,V,CN,51.63333333333333,-3.8333333333333335
1990,PORT TALBOT,51,35,N,3,49,W,S,CB,51.583333333333336,-3.8166666666666664
1991,BARRY,51,24,N,3,16,W,M,CT,51.4,-3.2666666666666666
1992,CARDIFF,51,27,N,3,10,W,M,CT,51.45,-3.1666666666666665
1993,NEWPORT,51,33,N,2,59,W,M,RT,51.55,-2.9833333333333334
1994,SHARPNESS,51,43,N,2,29,W,S,LC,51.71666666666667,-2.4833333333333334
1995,AVONMOUTH,51,30,N,2,43,W,S,RT,51.5,-2.716666666666667
1996,BRISTOL,51,28,N,2,38,W,M,RT,51.46666666666667,-2.6333333333333333
1997,BRIDGWATER,51,8,N,3,0,W,V,RN,51.13333333333333,-3.0
1998,WATCHET HARBOR,51,11,N,3,20,W,V,CB,51.18333333333333,-3.3333333333333335
1999,BIDEFORD,51,2,N,4,12,W,S,RN,51.03333333333333,-4.2
2000,PADSTOW,50,33,N,4,56,W,V,RN,50.55,-4.933333333333334
2001,HAYLE,50,11,N,5,25,W,V,RB,50.18333333333333,-5.416666666666667
2002,ST. MARY'S (SCILLY ISL.),49,55,N,6,19,W,S,CB,49.916666666666664,-6.316666666666666
2003,NEWLYN,50,6,N,5,33,W,V,CB,50.1,-5.55
2004,PENZANCE,50,7,N,5,32,W,S,CT,50.11666666666667,-5.533333333333333
2005,FALMOUTH HARBOUR,50,9,N,5,4,W,M,CN,50.15,-5.066666666666666
2006,MEVAGISSEY,50,16,N,4,47,W,V,CB,50.266666666666666,-4.783333333333333
2007,CHARLESTOWN,50,20,N,4,45,W,V,CT,50.333333333333336,-4.75
2008,PAR,50,21,N,4,42,W,V,CB,50.35,-4.7
2009,FOWEY HARBOUR,50,20,N,4,38,W,S,RN,50.333333333333336,-4.633333333333333
2010,PLYMOUTH,50,22,N,4,9,W,M,CN,50.36666666666667,-4.15
2011,DARTMOUTH HARBOUR,50,21,N,3,37,W,S,RN,50.35,-3.6166666666666667
2012,BRIXHAM HARBOUR,50,24,N,3,31,W,V,CB,50.4,-3.5166666666666666
2013,TORQUAY HARBOUR,50,28,N,3,32,W,V,CB,50.46666666666667,-3.533333333333333
2014,TEIGNMOUTH HARBOUR,50,33,N,3,30,W,V,RN,50.55,-3.5
2015,BRIDPORT HARBOUR,50,43,N,2,46,W,V,CB,50.71666666666667,-2.7666666666666666
2016,PORTLAND HARBOUR,50,35,N,2,26,W,M,CB,50.583333333333336,-2.4333333333333336
2017,WEYMOUTH HARBOUR,50,37,N,2,27,W,S,CN,50.61666666666667,-2.45
2018,POOLE HARBOUR,50,41,N,1,57,W,S,RN,50.68333333333333,-1.95
2019,COWES HARBOUR,50,46,N,1,18,W,S,RN,50.766666666666666,-1.3
2020,YARMOUTH HARBOUR,50,42,N,1,30,W,S,CT,50.7,-1.5
2021,SOUTHAMPTON,50,54,N,1,24,W,L,RB,50.9,-1.4
2022,FAWLEY MARINE TERMINAL,50,49,N,1,20,W,S,RN,50.81666666666667,-1.3333333333333333
2023,PORTSMOUTH HARBOUR,50,48,N,1,6,W,M,CT,50.8,-1.1
2024,LITTLEHAMPTON HARBOUR,50,47,N,0,32,W,V,RN,50.78333333333333,-0.5333333333333333
2025,SHOREHAM HARBOUR,50,49,N,0,15,W,V,LC,50.81666666666667,-0.25
2026,NEWHAVEN HARBOUR,50,47,N,0,3,E,V,RN,50.78333333333333,0.05
2027,RYE HARBOUR,50,56,N,0,46,E,V,RN,50.93333333333333,0.7666666666666667
2028,FOLKESTONE HARBOUR,51,5,N,1,12,E,S,CB,51.083333333333336,1.2
2029,DOVER HARBOR,51,7,N,1,20,E,S,CB,51.11666666666667,1.3333333333333333
2030,RAMSGATE,51,20,N,1,25,E,S,CB,51.333333333333336,1.4166666666666667
2031,DUNKERQUE PORT EST,51,3,N,2,23,E,M,RT,51.05,2.3833333333333333
2032,DUNKERQUE PORT OUEST,51,4,N,2,21,E,M,CT,51.06666666666667,2.35
2033,GRAVELINES,51,0,N,2,7,E,V,RT,51.0,2.1166666666666667
2034,CALAIS,50,58,N,1,51,E,S,CB,50.96666666666667,1.85
2035,BOULOGNE-SUR-MER,50,44,N,1,36,E,M,RT,50.733333333333334,1.6
2036,SAINT-VALERY-SUR-SOMME,50,11,N,1,37,E,V,CB,50.18333333333333,1.6166666666666667
2037,LE TREPORT,50,4,N,1,22,E,V,RT,50.06666666666667,1.3666666666666667
2038,DIEPPE,49,56,N,1,5,E,S,LC,49.93333333333333,1.0833333333333333
2039,FECAMP,49,46,N,0,22,E,S,LC,49.766666666666666,0.36666666666666664
2040,PORT DU HAVRE-ANTIFER,49,39,N,0,9,E,S,CB,49.65,0.15
2041,PORT OF LE HAVRE,49,29,N,0,7,E,L,RT,49.483333333333334,0.11666666666666667
2042,PORT OF ROUEN,49,27,N,1,4,E,L,RN,49.45,1.0666666666666667
2043,HONFLEUR,49,25,N,0,13,E,V,RT,49.416666666666664,0.21666666666666667
2044,DEAUVILLE,49,22,N,0,5,E,V,LC,49.36666666666667,0.08333333333333333
2045,PORT DE CAEN,49,11,N,0,21,W,S,LC,49.18333333333333,-0.35
2046,OUISTREHAM,49,17,N,0,15,W,V,LC,49.28333333333333,-0.25
2047,RADE DE CHERBOURG,49,39,N,1,38,W,L,CT,49.65,-1.6333333333333333
2048,ALDERNEY HARBOUR,49,44,N,2,12,W,V,CB,49.733333333333334,-2.2
2049,SAINT SAMPSON,49,29,N,2,31,W,V,CB,49.483333333333334,-2.5166666666666666
2050,SAINT PETER PORT,49,27,N,2,32,W,S,CB,49.45,-2.533333333333333
2051,SAINT HELIER HARBOUR,49,11,N,2,7,W,S,CB,49.18333333333333,-2.1166666666666667
2052,GRANVILLE,48,50,N,1,36,W,V,CT,48.833333333333336,-1.6
2053,SAINT-MALO,48,39,N,2,1,W,S,CT,48.65,-2.0166666666666666
2054,LE LEGUE,48,32,N,2,45,W,V,RT,48.53333333333333,-2.75
2055,PAIMPOL,48,47,N,3,3,W,V,RT,48.78333333333333,-3.05
2056,PONTRIEUX,48,42,N,3,9,W,V,CB,48.7,-3.15
2057,TREGUIER,48,47,N,3,14,W,V,RN,48.78333333333333,-3.2333333333333334
2058,MORLAIX,48,35,N,3,50,W,S,RT,48.583333333333336,-3.8333333333333335
2059,PORT DE ROSCOFF-BLOSCON,48,44,N,3,59,W,V,CB,48.733333333333334,-3.9833333333333334
2060,RADE DE BREST,48,23,N,4,30,W,L,CB,48.38333333333333,-4.5
2061,CONCARNEAU,47,52,N,3,55,W,V,CB,47.86666666666667,-3.9166666666666665
2062,LORIENT,47,45,N,3,21,W,M,RN,47.75,-3.35
2063,ST NAZAIRE,47,17,N,2,12,W,M,RT,47.28333333333333,-2.2
2064,MONTOIR,47,18,N,2,8,W,M,RN,47.3,-2.1333333333333333
2065,DONGES,47,18,N,2,4,W,S,RN,47.3,-2.066666666666667
2066,NANTES,47,12,N,1,34,W,M,RN,47.2,-1.5666666666666667
2067,LES SABLES D' OLONNE,46,30,N,1,48,W,M,RB,46.5,-1.8
2068,LA PALLICE,46,10,N,1,13,W,M,CT,46.166666666666664,-1.2166666666666668
2069,LA ROCHELLE,46,9,N,1,9,W,M,CT,46.15,-1.15
2070,ROCHEFORT,45,56,N,0,57,W,M,RT,45.93333333333333,-0.95
2071,TONNAY CHARENTE,45,56,N,0,54,W,S,RN,45.93333333333333,-0.9
2072,LE VERDON,45,33,N,1,3,W,S,RN,45.55,-1.05
2073,PAUILLAC,45,12,N,0,45,W,S,RN,45.2,-0.75
2074,BLAYE,45,8,N,0,40,W,S,RN,45.13333333333333,-0.6666666666666666
2075,AMBES,45,1,N,0,32,W,S,RN,45.016666666666666,-0.5333333333333333
2076,BORDEAUX,44,52,N,0,34,W,L,RT,44.86666666666667,-0.5666666666666667
2077,BAYONNE,43,30,N,1,28,W,M,RN,43.5,-1.4666666666666668
2078,PUERTO DE PASAJES,43,20,N,1,56,W,M,RN,43.333333333333336,-1.9333333333333333
2079,BERMEO,43,25,N,2,43,W,V,CB,43.416666666666664,-2.716666666666667
2080,PUERTO DE BILBAO,43,21,N,3,3,W,M,CB,43.35,-3.05
2081,SANTANDER,43,28,N,3,47,W,M,RN,43.46666666666667,-3.783333333333333
2082,GIJON,43,33,N,5,40,W,S,CB,43.55,-5.666666666666667
2083,AVILES,43,36,N,5,56,W,S,LC,43.6,-5.933333333333334
2084,RIBADEO,43,32,N,7,2,W,V,RN,43.53333333333333,-7.033333333333333
2085,SAN CIPRIAN,43,42,N,7,26,W,V,CN,43.7,-7.433333333333334
2086,FERROL,43,29,N,8,14,W,M,RN,43.483333333333334,-8.233333333333333
2087,LA CORUNA,43,22,N,8,24,W,S,CN,43.36666666666667,-8.4
2088,VILLAGARCIA DE AROSA,42,36,N,8,46,W,V,CN,42.6,-8.766666666666667
2089,MARIN,42,24,N,8,42,W,S,CB,42.4,-8.7
2090,VIGO,42,14,N,8,43,W,M,CB,42.233333333333334,-8.716666666666667
2091,VIANA DO CASTELO,41,42,N,8,50,W,S,CT,41.7,-8.833333333333334
2092,PORTO DE LEIXOES,41,11,N,8,42,W,V,CB,41.18333333333333,-8.7
2093,DOURO,41,9,N,8,40,W,V,RN,41.15,-8.666666666666666
2094,AVEIRO,40,39,N,8,39,W,M,RN,40.65,-8.65
2095,FIGUEIRA DA FOZ,40,9,N,8,51,W,V,RN,40.15,-8.85
2096,LISBOA,38,42,N,9,10,W,L,RN,38.7,-9.166666666666666
2097,SETUBAL,38,31,N,8,54,W,S,RN,38.516666666666666,-8.9
2098,SINES,37,57,N,8,52,W,M,CB,37.95,-8.866666666666667
2099,LAGOS,37,6,N,8,37,W,,,37.1,-8.616666666666667
2100,FARO,37,2,N,7,56,W,V,RN,37.03333333333333,-7.933333333333334
2101,VILA REAL DE S ANTONIO,37,11,N,7,24,W,V,RN,37.18333333333333,-7.4
2102,HORTA,38,32,N,28,38,W,S,CB,38.53333333333333,-28.633333333333333
2103,LAJES,38,24,N,28,16,W,V,CB,38.4,-28.266666666666666
2104,ANGRA DO HEROISMO,38,39,N,27,13,W,V,CN,38.65,-27.216666666666665
2105,PRAIA DE VITORIA,38,43,N,27,3,W,V,CN,38.71666666666667,-27.05
2106,PONTA DELGADA,37,44,N,25,40,W,S,CB,37.733333333333334,-25.666666666666668
2107,VILA DO PORTO,36,56,N,25,9,W,V,CN,36.93333333333333,-25.15
2108,FUNCHAL,32,38,N,16,55,W,L,CB,32.63333333333333,-16.916666666666668
2109,SANTA CRUZ DE LA PALMA,28,41,N,17,45,W,V,CB,28.683333333333334,-17.75
2110,SANTA CRUZ DE TENERIFE,28,28,N,16,14,W,M,CB,28.466666666666665,-16.233333333333334
2111,LAS PALMAS,28,9,N,15,25,W,L,CB,28.15,-15.416666666666666
2112,PUERTO DEL ROSARIO,28,30,N,13,51,W,V,CB,28.5,-13.85
2113,ARRECIFE,28,57,N,13,32,W,V,CB,28.95,-13.533333333333333
2114,HUELVA,37,15,N,6,57,W,M,RN,37.25,-6.95
2115,SEVILLA,37,22,N,6,0,W,M,LC,37.36666666666667,-6.0
2116,ROTA,36,37,N,6,20,W,V,CB,36.61666666666667,-6.333333333333333
2117,CADIZ,36,32,N,6,18,W,M,CB,36.53333333333333,-6.3
2118,ALGECIRAS,36,8,N,5,26,W,S,CB,36.13333333333333,-5.433333333333334
2119,EUROPA POINT,36,8,N,5,21,W,M,CB,36.13333333333333,-5.35
2120,MALAGA,36,43,N,4,25,W,M,CB,36.71666666666667,-4.416666666666667
2121,MOTRIL,36,45,N,3,31,W,V,CB,36.75,-3.5166666666666666
2122,ADRA,36,44,N,3,2,W,V,CB,36.733333333333334,-3.033333333333333
2123,ALMERIA,36,50,N,2,28,W,S,CB,36.833333333333336,-2.466666666666667
2124,PUERTO DE CARBONERAS,37,0,N,1,53,W,S,CB,37.0,-1.8833333333333333
2125,PUERTO DE GARRUCHA,37,11,N,1,49,W,V,CB,37.18333333333333,-1.8166666666666667
2126,AGUILAS,37,24,N,1,34,W,V,CN,37.4,-1.5666666666666667
2127,HORNILLO,37,24,N,1,33,W,V,CN,37.4,-1.55
2128,CARTAGENA,37,35,N,0,59,W,S,CB,37.583333333333336,-0.9833333333333333
2129,ISLAS HORMIGAS,37,39,N,0,39,W,,,37.65,-0.65
2130,TORREVIEJA,37,58,N,0,41,W,V,CB,37.96666666666667,-0.6833333333333333
2131,ALICANTE,38,20,N,0,29,W,M,CB,38.333333333333336,-0.48333333333333334
2132,PUERTO DE GANDIA,39,0,N,0,9,W,V,CB,39.0,-0.15
2133,VALENCIA,39,27,N,0,19,W,M,CB,39.45,-0.31666666666666665
2134,SAGUNTO,39,39,N,0,13,W,V,CB,39.65,-0.21666666666666667
2135,BURRIANA,39,53,N,0,3,W,V,RN,39.88333333333333,-0.05
2136,EL GRAO,39,58,N,0,1,E,V,CB,39.96666666666667,0.016666666666666666
2137,ISLAS  COLUMBRETES,0,0,,0,0,,,,0.0,0.0
2138,TARRAGONA,41,6,N,1,14,E,L,CB,41.1,1.2333333333333334
2139,VILLANUEVA Y GELTRU,41,14,N,1,44,E,V,CB,41.233333333333334,1.7333333333333334
2140,BARCELONA,41,21,N,2,10,E,L,CB,41.35,2.1666666666666665
2141,SAN FELIU DE GUIXOLS,41,47,N,3,2,E,V,CB,41.78333333333333,3.033333333333333
2142,PALAMOS,41,50,N,3,7,E,S,CB,41.833333333333336,3.1166666666666667
2143,LAS HORMIGAS,41,52,N,3,11,E,,,41.86666666666667,3.183333333333333
2144,ROSAS,42,16,N,3,11,E,V,CN,42.266666666666666,3.183333333333333
2145,IBIZA,38,54,N,1,27,E,V,CB,38.9,1.45
2146,PALMA DE MALLORCA,39,34,N,2,38,E,M,CB,39.56666666666667,2.6333333333333333
2147,PUERTO DE ALCUDIA,39,50,N,3,8,E,V,CB,39.833333333333336,3.1333333333333333
2148,MAHON,39,53,N,4,16,E,V,RB,39.88333333333333,4.266666666666667
2149,PORT-VENDRES,42,31,N,3,7,E,S,CB,42.516666666666666,3.1166666666666667
2150,PORT-LA-NOUVELLE,43,1,N,3,4,E,S,LC,43.016666666666666,3.066666666666667
2151,SETE,43,24,N,3,42,E,S,CB,43.4,3.7
2152,PORT SAINT LOUIS DU RHONE,43,23,N,4,49,E,S,LC,43.38333333333333,4.816666666666666
2153,FOS,43,25,N,4,53,E,V,CB,43.416666666666664,4.883333333333333
2154,PORT-DE-BOUC,43,24,N,4,59,E,S,CB,43.4,4.983333333333333
2155,MARSEILLE,43,19,N,5,22,E,S,CB,43.31666666666667,5.366666666666666
2156,TOULON,43,6,N,5,55,E,L,CB,43.1,5.916666666666667
2157,SAINT-TROPEZ,43,16,N,6,38,E,V,CB,43.266666666666666,6.633333333333333
2158,SAINT-RAPHAEL,43,25,N,6,46,E,V,CB,43.416666666666664,6.766666666666667
2159,CANNES,43,33,N,7,1,E,S,CN,43.55,7.016666666666667
2160,ANTIBES,43,35,N,7,8,E,V,CB,43.583333333333336,7.133333333333334
2161,NICE,43,42,N,7,17,E,S,CB,43.7,7.283333333333333
2162,VILLEFRANCHE,43,42,N,7,19,E,V,CB,43.7,7.316666666666666
2163,MONACO,43,44,N,7,25,E,V,CB,43.733333333333334,7.416666666666667
2164,BASTIA,42,42,N,9,27,E,V,CB,42.7,9.45
2165,PORTO VECCHIO,41,35,N,9,17,E,V,CN,41.583333333333336,9.283333333333333
2166,BONIFACIO,41,23,N,9,10,E,V,CN,41.38333333333333,9.166666666666666
2167,PORT DE PROPRIANO,41,41,N,8,54,E,V,CB,41.68333333333333,8.9
2168,PORT D' AJACCIO,41,55,N,8,45,E,S,CB,41.916666666666664,8.75
2169,CALVI,42,34,N,8,45,E,V,CN,42.56666666666667,8.75
2170,L'ILE ROUSSE,42,38,N,8,56,E,V,CB,42.63333333333333,8.933333333333334
2171,LA MADDALENA,41,12,N,9,25,E,S,CN,41.2,9.416666666666666
2172,OLBIA,40,55,N,9,30,E,S,CN,40.916666666666664,9.5
2173,ARBATAX,39,56,N,9,42,E,V,CB,39.93333333333333,9.7
2174,CAGLIARI,39,13,N,9,7,E,S,CB,39.21666666666667,9.116666666666667
2175,SARROCH OIL TERMINAL,39,5,N,9,2,E,M,OR,39.083333333333336,9.033333333333333
2176,PORTO PONTE ROMANO,39,3,N,8,28,E,V,OR,39.05,8.466666666666667
2177,CARLOFORTE,39,9,N,8,19,E,V,CB,39.15,8.316666666666666
2178,PORTO VESME,39,12,N,8,24,E,V,CB,39.2,8.4
2179,PORTO DI ORISTANO,39,52,N,8,33,E,S,CN,39.86666666666667,8.55
2180,PORTO TORRES,40,50,N,8,24,E,S,CB,40.833333333333336,8.4
2181,SAN REMO,43,49,N,7,47,E,V,CT,43.81666666666667,7.783333333333333
2182,IMPERIA,43,53,N,8,2,E,S,CB,43.88333333333333,8.033333333333333
2183,RADA DI VADO,44,16,N,8,26,E,M,OR,44.266666666666666,8.433333333333334
2184,SAVONA,44,19,N,8,30,E,S,CB,44.31666666666667,8.5
2185,ORISTANO,39,52,N,8,33,E,V,CB,39.86666666666667,8.55
2186,GENOVA,44,24,N,8,56,E,L,CB,44.4,8.933333333333334
2187,LA SPEZIA,44,6,N,9,50,E,M,CB,44.1,9.833333333333334
2188,MARINA DI CARRARA,44,2,N,10,2,E,V,CB,44.03333333333333,10.033333333333333
2189,LIVORNO,43,33,N,10,19,E,S,CB,43.55,10.316666666666666
2190,VADA,43,21,N,10,27,E,V,OR,43.35,10.45
2191,PORTOFERRAIO,42,49,N,10,20,E,S,OR,42.81666666666667,10.333333333333334
2192,PORTOVECCHIO DI PIOMBINO,42,56,N,10,33,E,V,CB,42.93333333333333,10.55
2193,PORTO SANTO STEFANO,42,26,N,11,7,E,V,CB,42.43333333333333,11.116666666666667
2194,CIVITAVECCHIA,42,6,N,11,47,E,M,CB,42.1,11.783333333333333
2195,FIUMICINO,41,46,N,12,14,E,V,LC,41.766666666666666,12.233333333333333
2196,ANZIO,41,27,N,12,38,E,V,CB,41.45,12.633333333333333
2197,GAETA,41,12,N,13,35,E,S,CB,41.2,13.583333333333334
2198,POZZUOLI,40,49,N,14,7,E,V,CB,40.81666666666667,14.116666666666667
2199,BAGNOLI,40,49,N,14,10,E,S,OR,40.81666666666667,14.166666666666666
2200,NAPOLI,40,51,N,14,16,E,L,CB,40.85,14.266666666666667
2201,TORRE ANNUNZIATA,40,45,N,14,27,E,S,CB,40.75,14.45
2202,CASTELLAMMARE DI STABIA,40,42,N,14,29,E,V,CB,40.7,14.483333333333333
2203,SALERNO,40,40,N,14,45,E,S,CB,40.666666666666664,14.75
2204,VIBO VALENTIA MARINA,38,43,N,16,8,E,V,CB,38.71666666666667,16.133333333333333
2205,REGGIO DI CALABRIA,38,7,N,15,39,E,S,CB,38.11666666666667,15.65
2206,MESSINA,38,12,N,15,34,E,S,CB,38.2,15.566666666666666
2207,MILAZZO,38,13,N,15,15,E,M,OR,38.21666666666667,15.25
2208,GIOIA TAURO,38,25,N,15,54,E,S,LC,38.416666666666664,15.9
2209,TERMINI IMERESE,37,59,N,13,42,E,V,CB,37.983333333333334,13.7
2210,PORTO DI PALERMO,38,8,N,13,22,E,S,CB,38.13333333333333,13.366666666666667
2211,TRAPANI,38,1,N,12,30,E,V,CB,38.016666666666666,12.5
2212,MARSALA,37,47,N,12,26,E,S,CB,37.78333333333333,12.433333333333334
2213,MAZARA DEL VALLO,37,39,N,12,35,E,V,CT,37.65,12.583333333333334
2214,PORTO EMPEDOCLE,37,17,N,13,32,E,V,CB,37.28333333333333,13.533333333333333
2215,LICATA,37,6,N,13,56,E,V,CB,37.1,13.933333333333334
2216,GELA,37,4,N,14,15,E,V,CB,37.06666666666667,14.25
2217,POZZALLO,36,43,N,14,51,E,V,OR,36.71666666666667,14.85
2218,SIRACUSA,37,3,N,15,17,E,L,CB,37.05,15.283333333333333
2219,MELILLI OIL TERMINAL,37,7,N,15,15,E,V,OR,37.11666666666667,15.25
2220,AUGUSTA,37,13,N,15,14,E,S,CB,37.21666666666667,15.233333333333333
2221,CATANIA,37,30,N,15,6,E,S,CB,37.5,15.1
2222,LIPARI,38,29,N,14,58,E,V,CN,38.483333333333334,14.966666666666667
2223,VALLETTA HARBORS,35,54,N,14,31,E,M,CN,35.9,14.516666666666667
2224,MARSAXLOKK,35,49,N,14,33,E,S,CN,35.81666666666667,14.55
2225,CROTONE,39,5,N,17,8,E,S,CB,39.083333333333336,17.133333333333333
